School,Date,SchoolYear,Enrolled,Absent
02M267,2014-09-23,20142015,321.0,8.0
02M267,2014-09-24,20142015,321.0,6.0
02M267,2014-09-29,20142015,321.0,7.0
02M267,2014-09-30,20142015,321.0,7.0
02M267,2014-10-01,20142015,320.0,6.0
02M267,2014-10-02,20142015,320.0,3.0
02M267,2014-10-03,20142015,320.0,8.0
02M267,2014-10-06,20142015,320.0,10.0
02M267,2014-10-07,20142015,320.0,7.0
02M267,2014-10-08,20142015,320.0,7.0
02M267,2014-10-09,20142015,320.0,11.0
02M267,2014-10-10,20142015,320.0,15.0
02M267,2014-10-14,20142015,320.0,9.0
02M267,2014-10-15,20142015,320.0,8.0
02M267,2014-10-16,20142015,320.0,10.0
02M267,2014-10-17,20142015,320.0,13.0
02M267,2014-10-20,20142015,320.0,10.0
02M267,2014-10-21,20142015,320.0,4.0
02M267,2014-10-22,20142015,320.0,10.0
02M267,2014-10-23,20142015,321.0,6.0
02M267,2014-10-24,20142015,321.0,10.0
02M267,2014-10-27,20142015,321.0,11.0
02M267,2014-10-28,20142015,321.0,8.0
02M267,2014-10-29,20142015,321.0,3.0
02M267,2014-10-30,20142015,319.0,14.0
02M267,2014-10-31,20142015,320.0,12.0
02M267,2014-11-03,20142015,320.0,18.0
02M267,2014-11-05,20142015,320.0,4.0
02M267,2014-11-06,20142015,320.0,2.0
02M267,2014-11-07,20142015,320.0,11.0
02M267,2014-11-10,20142015,320.0,13.0
02M267,2014-11-12,20142015,320.0,4.0
02M267,2014-11-13,20142015,320.0,14.0
02M267,2014-11-14,20142015,320.0,8.0
02M267,2014-11-17,20142015,320.0,17.0
02M267,2014-11-18,20142015,320.0,14.0
02M267,2014-11-19,20142015,320.0,13.0
02M267,2014-11-20,20142015,320.0,8.0
02M267,2014-11-21,20142015,320.0,16.0
02M267,2014-11-24,20142015,320.0,29.0
02M267,2014-11-25,20142015,320.0,25.0
02M267,2014-11-26,20142015,320.0,52.0
02M267,2014-12-01,20142015,319.0,16.0
02M267,2014-12-02,20142015,319.0,12.0
02M267,2014-12-03,20142015,319.0,11.0
02M267,2014-12-04,20142015,319.0,4.0
02M267,2014-12-05,20142015,319.0,9.0
02M267,2014-12-08,20142015,319.0,9.0
02M267,2014-12-09,20142015,321.0,12.0
02M267,2014-12-10,20142015,321.0,10.0
02M267,2014-12-11,20142015,322.0,10.0
02M267,2014-12-12,20142015,322.0,15.0
02M267,2014-12-15,20142015,322.0,17.0
02M267,2014-12-16,20142015,322.0,11.0
02M267,2014-12-17,20142015,322.0,16.0
02M267,2014-12-18,20142015,323.0,14.0
02M267,2014-12-19,20142015,323.0,25.0
02M267,2014-12-22,20142015,323.0,65.0
02M267,2014-12-23,20142015,318.0,74.0
02M267,2015-01-05,20142015,318.0,21.0
02M267,2015-01-06,20142015,319.0,19.0
02M267,2015-01-07,20142015,319.0,16.0
02M267,2015-01-08,20142015,318.0,19.0
02M267,2015-01-09,20142015,319.0,18.0
02M267,2015-01-12,20142015,320.0,14.0
02M267,2015-01-13,20142015,320.0,12.0
02M267,2015-01-14,20142015,319.0,15.0
02M267,2015-01-15,20142015,319.0,15.0
02M267,2015-01-16,20142015,319.0,16.0
02M267,2015-01-20,20142015,319.0,19.0
02M267,2015-01-21,20142015,319.0,10.0
02M267,2015-01-22,20142015,319.0,13.0
02M267,2015-01-23,20142015,319.0,18.0
02M267,2015-01-26,20142015,320.0,22.0
02M267,2015-01-28,20142015,320.0,20.0
02M267,2015-01-29,20142015,320.0,11.0
02M267,2015-01-30,20142015,320.0,19.0
02M267,2015-02-02,20142015,320.0,19.0
02M267,2015-02-03,20142015,320.0,20.0
02M267,2015-02-04,20142015,320.0,15.0
02M267,2015-02-05,20142015,320.0,13.0
02M267,2015-02-06,20142015,320.0,16.0
02M267,2015-02-09,20142015,320.0,18.0
02M267,2015-02-10,20142015,320.0,19.0
02M267,2015-02-11,20142015,320.0,19.0
02M267,2015-02-12,20142015,320.0,18.0
02M267,2015-02-13,20142015,320.0,25.0
02M267,2015-02-23,20142015,318.0,30.0
02M267,2015-02-24,20142015,318.0,12.0
02M267,2015-02-25,20142015,318.0,9.0
02M267,2015-02-26,20142015,318.0,3.0
02M267,2015-02-27,20142015,318.0,7.0
02M267,2015-03-02,20142015,318.0,18.0
02M267,2015-03-03,20142015,318.0,16.0
02M267,2015-03-04,20142015,318.0,10.0
02M267,2015-03-05,20142015,318.0,22.0
02M267,2015-03-06,20142015,318.0,18.0
02M267,2015-03-09,20142015,318.0,23.0
02M267,2015-03-10,20142015,318.0,16.0
02M267,2015-03-11,20142015,318.0,9.0
02M267,2015-03-12,20142015,318.0,12.0
02M267,2015-03-13,20142015,318.0,21.0
02M267,2015-03-16,20142015,318.0,18.0
02M267,2015-03-17,20142015,318.0,21.0
02M267,2015-03-18,20142015,318.0,17.0
02M267,2015-03-19,20142015,318.0,26.0
02M267,2015-03-20,20142015,318.0,20.0
02M267,2015-03-23,20142015,318.0,15.0
02M267,2015-03-24,20142015,318.0,17.0
02M267,2015-03-25,20142015,318.0,16.0
02M267,2015-03-26,20142015,318.0,18.0
02M267,2015-03-27,20142015,317.0,28.0
02M267,2015-03-30,20142015,316.0,18.0
02M267,2015-03-31,20142015,316.0,15.0
02M267,2015-04-01,20142015,316.0,20.0
02M267,2015-04-02,20142015,316.0,28.0
02M267,2015-04-13,20142015,316.0,16.0
02M267,2015-04-14,20142015,316.0,13.0
02M267,2015-04-15,20142015,316.0,2.0
02M267,2015-04-16,20142015,316.0,4.0
02M267,2015-04-17,20142015,316.0,11.0
02M267,2015-04-20,20142015,316.0,12.0
02M267,2015-04-21,20142015,316.0,7.0
02M267,2015-04-22,20142015,316.0,6.0
02M267,2015-04-23,20142015,316.0,11.0
02M267,2015-04-24,20142015,316.0,13.0
02M267,2015-04-27,20142015,316.0,13.0
02M267,2015-04-28,20142015,316.0,10.0
02M267,2015-04-29,20142015,316.0,8.0
02M267,2015-04-30,20142015,316.0,10.0
02M267,2015-05-01,20142015,316.0,18.0
02M267,2015-05-04,20142015,316.0,9.0
02M267,2015-05-05,20142015,316.0,13.0
02M267,2015-05-06,20142015,316.0,12.0
02M267,2015-05-07,20142015,316.0,18.0
02M267,2015-05-08,20142015,316.0,17.0
02M267,2015-05-11,20142015,315.0,19.0
02M267,2015-05-12,20142015,315.0,18.0
02M267,2015-05-13,20142015,315.0,16.0
02M267,2015-05-14,20142015,315.0,19.0
02M267,2015-05-15,20142015,315.0,18.0
02M267,2015-05-18,20142015,315.0,13.0
02M267,2015-05-19,20142015,315.0,8.0
02M267,2015-05-20,20142015,315.0,12.0
02M267,2015-05-21,20142015,315.0,16.0
02M267,2015-05-22,20142015,315.0,28.0
02M267,2015-05-26,20142015,315.0,19.0
02M267,2015-05-27,20142015,315.0,11.0
02M267,2015-05-28,20142015,315.0,7.0
02M267,2015-05-29,20142015,315.0,12.0
02M267,2015-06-01,20142015,314.0,13.0
02M267,2015-06-02,20142015,314.0,14.0
02M267,2015-06-03,20142015,314.0,5.0
02M267,2015-06-05,20142015,314.0,26.0
02M267,2015-06-08,20142015,312.0,14.0
02M267,2015-06-09,20142015,312.0,9.0
02M267,2015-06-10,20142015,312.0,11.0
02M267,2015-06-11,20142015,312.0,7.0
02M267,2015-06-12,20142015,312.0,19.0
02M267,2015-06-15,20142015,312.0,38.0
02M267,2015-06-16,20142015,312.0,15.0
02M267,2015-06-17,20142015,312.0,16.0
02M267,2015-06-18,20142015,312.0,13.0
02M267,2015-06-19,20142015,312.0,29.0
02M267,2015-06-22,20142015,312.0,22.0
02M267,2015-06-23,20142015,312.0,25.0
02M267,2015-06-24,20142015,312.0,17.0
02M267,2015-06-25,20142015,312.0,23.0
02M267,2015-06-26,20142015,312.0,28.0
02M418,2012-09-06,20122013,657.0,6.0
02M418,2012-09-07,20122013,657.0,6.0
02M418,2012-09-10,20122013,657.0,8.0
02M418,2012-09-11,20122013,657.0,5.0
02M418,2012-09-12,20122013,658.0,4.0
02M418,2012-09-13,20122013,658.0,5.0
02M418,2012-09-14,20122013,658.0,9.0
02M418,2012-09-19,20122013,658.0,8.0
02M418,2012-09-20,20122013,658.0,13.0
02M418,2012-09-21,20122013,658.0,10.0
02M418,2012-09-24,20122013,658.0,10.0
02M418,2012-09-25,20122013,658.0,8.0
02M418,2012-09-27,20122013,658.0,12.0
02M418,2012-09-28,20122013,658.0,14.0
02M418,2012-10-01,20122013,658.0,16.0
02M418,2012-10-02,20122013,659.0,9.0
02M418,2012-10-03,20122013,659.0,12.0
02M418,2012-10-04,20122013,659.0,7.0
02M418,2012-10-05,20122013,659.0,14.0
02M418,2012-10-09,20122013,659.0,23.0
02M418,2012-10-10,20122013,659.0,15.0
02M418,2012-10-11,20122013,659.0,18.0
02M418,2012-10-12,20122013,659.0,14.0
02M418,2012-10-15,20122013,659.0,12.0
02M418,2012-10-16,20122013,659.0,9.0
02M418,2012-10-17,20122013,658.0,2.0
02M418,2012-10-18,20122013,658.0,14.0
02M418,2012-10-19,20122013,658.0,21.0
02M418,2012-10-22,20122013,658.0,12.0
02M418,2012-10-23,20122013,658.0,9.0
02M418,2012-10-24,20122013,658.0,9.0
02M418,2012-10-25,20122013,658.0,10.0
02M418,2012-10-26,20122013,658.0,15.0
02M418,2012-11-07,20122013,658.0,30.0
02M418,2012-11-08,20122013,658.0,45.0
02M418,2012-11-09,20122013,658.0,41.0
02M418,2012-11-13,20122013,658.0,15.0
02M418,2012-11-14,20122013,658.0,17.0
02M418,2012-11-15,20122013,658.0,15.0
02M418,2012-11-16,20122013,658.0,23.0
02M418,2012-11-19,20122013,658.0,28.0
02M418,2012-11-20,20122013,658.0,21.0
02M418,2012-11-21,20122013,658.0,29.0
02M418,2012-11-26,20122013,658.0,22.0
02M418,2012-11-27,20122013,657.0,18.0
02M418,2012-11-28,20122013,657.0,17.0
02M418,2012-11-29,20122013,657.0,19.0
02M418,2012-11-30,20122013,657.0,14.0
02M418,2012-12-03,20122013,657.0,18.0
02M418,2012-12-04,20122013,657.0,15.0
02M418,2012-12-05,20122013,657.0,16.0
02M418,2012-12-06,20122013,657.0,23.0
02M418,2012-12-07,20122013,657.0,24.0
02M418,2012-12-10,20122013,657.0,25.0
02M418,2012-12-11,20122013,657.0,15.0
02M418,2012-12-12,20122013,657.0,17.0
02M418,2012-12-13,20122013,657.0,7.0
02M418,2012-12-14,20122013,657.0,16.0
02M418,2012-12-17,20122013,657.0,20.0
02M418,2012-12-18,20122013,657.0,16.0
02M418,2012-12-19,20122013,657.0,22.0
02M418,2012-12-20,20122013,657.0,25.0
02M418,2012-12-21,20122013,657.0,51.0
02M418,2013-01-02,20122013,657.0,35.0
02M418,2013-01-03,20122013,657.0,33.0
02M418,2013-01-04,20122013,657.0,32.0
02M418,2013-01-07,20122013,657.0,33.0
02M418,2013-01-08,20122013,658.0,27.0
02M418,2013-01-09,20122013,658.0,25.0
02M418,2013-01-10,20122013,658.0,21.0
02M418,2013-01-11,20122013,658.0,25.0
02M418,2013-01-14,20122013,658.0,36.0
02M418,2013-01-15,20122013,657.0,29.0
02M418,2013-01-16,20122013,657.0,28.0
02M418,2013-01-17,20122013,657.0,18.0
02M418,2013-01-18,20122013,657.0,23.0
02M418,2013-01-29,20122013,654.0,17.0
02M418,2013-01-30,20122013,654.0,15.0
02M418,2013-01-31,20122013,654.0,14.0
02M418,2013-02-01,20122013,654.0,20.0
02M418,2013-02-04,20122013,654.0,17.0
02M418,2013-02-05,20122013,654.0,23.0
02M418,2013-02-06,20122013,654.0,14.0
02M418,2013-02-07,20122013,654.0,15.0
02M418,2013-02-08,20122013,655.0,36.0
02M418,2013-02-11,20122013,655.0,23.0
02M418,2013-02-12,20122013,655.0,16.0
02M418,2013-02-13,20122013,655.0,22.0
02M418,2013-02-14,20122013,655.0,19.0
02M418,2013-02-15,20122013,655.0,32.0
02M418,2013-02-20,20122013,655.0,53.0
02M418,2013-02-21,20122013,655.0,40.0
02M418,2013-02-22,20122013,655.0,42.0
02M418,2013-02-25,20122013,655.0,30.0
02M418,2013-02-26,20122013,655.0,24.0
02M418,2013-02-27,20122013,655.0,26.0
02M418,2013-02-28,20122013,655.0,17.0
02M418,2013-03-01,20122013,655.0,20.0
02M418,2013-03-04,20122013,654.0,17.0
02M418,2013-03-05,20122013,654.0,19.0
02M418,2013-03-06,20122013,654.0,15.0
02M418,2013-03-07,20122013,654.0,22.0
02M418,2013-03-08,20122013,654.0,44.0
02M418,2013-03-11,20122013,654.0,22.0
02M418,2013-03-12,20122013,654.0,16.0
02M418,2013-03-13,20122013,654.0,28.0
02M418,2013-03-14,20122013,654.0,19.0
02M418,2013-03-15,20122013,654.0,17.0
02M418,2013-03-18,20122013,654.0,22.0
02M418,2013-03-19,20122013,654.0,21.0
02M418,2013-03-20,20122013,654.0,18.0
02M418,2013-03-21,20122013,654.0,18.0
02M418,2013-03-22,20122013,654.0,33.0
02M418,2013-04-03,20122013,654.0,18.0
02M418,2013-04-04,20122013,654.0,14.0
02M418,2013-04-05,20122013,654.0,22.0
02M418,2013-04-08,20122013,654.0,30.0
02M418,2013-04-09,20122013,654.0,12.0
02M418,2013-04-10,20122013,654.0,16.0
02M418,2013-04-11,20122013,654.0,20.0
02M418,2013-04-12,20122013,654.0,22.0
02M418,2013-04-15,20122013,654.0,28.0
02M418,2013-04-16,20122013,654.0,27.0
02M418,2013-04-17,20122013,654.0,19.0
02M418,2013-04-18,20122013,654.0,23.0
02M418,2013-04-19,20122013,654.0,43.0
02M418,2013-04-22,20122013,654.0,30.0
02M418,2013-04-23,20122013,654.0,20.0
02M418,2013-04-24,20122013,654.0,22.0
02M418,2013-04-25,20122013,654.0,23.0
02M418,2013-04-26,20122013,654.0,26.0
02M418,2013-04-29,20122013,654.0,20.0
02M418,2013-04-30,20122013,654.0,25.0
02M418,2013-05-01,20122013,654.0,17.0
02M418,2013-05-02,20122013,654.0,20.0
02M418,2013-05-03,20122013,654.0,17.0
02M418,2013-05-06,20122013,654.0,25.0
02M418,2013-05-07,20122013,654.0,11.0
02M418,2013-05-08,20122013,654.0,31.0
02M418,2013-05-09,20122013,654.0,11.0
02M418,2013-05-10,20122013,654.0,20.0
02M418,2013-05-13,20122013,654.0,10.0
02M418,2013-05-14,20122013,654.0,13.0
02M418,2013-05-15,20122013,654.0,9.0
02M418,2013-05-16,20122013,654.0,18.0
02M418,2013-05-17,20122013,654.0,27.0
02M418,2013-05-20,20122013,654.0,28.0
02M418,2013-05-21,20122013,654.0,20.0
02M418,2013-05-22,20122013,654.0,18.0
02M418,2013-05-23,20122013,654.0,8.0
02M418,2013-05-24,20122013,654.0,45.0
02M418,2013-05-28,20122013,654.0,25.0
02M418,2013-05-29,20122013,654.0,28.0
02M418,2013-05-30,20122013,654.0,14.0
02M418,2013-05-31,20122013,654.0,22.0
02M418,2013-06-03,20122013,654.0,66.0
02M418,2013-06-04,20122013,654.0,41.0
02M418,2013-06-05,20122013,654.0,7.0
02M418,2013-06-07,20122013,654.0,279.0
02M418,2013-06-10,20122013,654.0,32.0
02M418,2013-06-24,20122013,654.0,306.0
02M418,2013-06-25,20122013,654.0,387.0
02M418,2013-06-26,20122013,653.0,85.0
02M418,2013-09-09,20132014,622.0,5.0
02M418,2013-09-10,20132014,621.0,4.0
02M418,2013-09-11,20132014,621.0,3.0
02M418,2013-09-12,20132014,621.0,3.0
02M418,2013-09-13,20132014,621.0,5.0
02M418,2013-09-16,20132014,620.0,10.0
02M418,2013-09-17,20132014,620.0,11.0
02M418,2013-09-18,20132014,620.0,9.0
02M418,2013-09-19,20132014,620.0,12.0
02M418,2013-09-20,20132014,620.0,14.0
02M418,2013-09-23,20132014,620.0,10.0
02M418,2013-09-24,20132014,619.0,12.0
02M418,2013-09-25,20132014,619.0,10.0
02M418,2013-09-26,20132014,618.0,7.0
02M418,2013-09-27,20132014,619.0,14.0
02M418,2013-09-30,20132014,619.0,15.0
02M418,2013-10-01,20132014,619.0,10.0
02M418,2013-10-02,20132014,619.0,8.0
02M418,2013-10-03,20132014,619.0,9.0
02M418,2013-10-04,20132014,619.0,11.0
02M418,2013-10-07,20132014,619.0,17.0
02M418,2013-10-08,20132014,619.0,9.0
02M418,2013-10-09,20132014,619.0,9.0
02M418,2013-10-10,20132014,620.0,15.0
02M418,2013-10-11,20132014,620.0,17.0
02M418,2013-10-15,20132014,619.0,19.0
02M418,2013-10-16,20132014,619.0,7.0
02M418,2013-10-17,20132014,618.0,8.0
02M418,2013-10-18,20132014,618.0,8.0
02M418,2013-10-21,20132014,618.0,15.0
02M418,2013-10-22,20132014,618.0,17.0
02M418,2013-10-23,20132014,619.0,15.0
02M418,2013-10-24,20132014,619.0,12.0
02M418,2013-10-25,20132014,620.0,15.0
02M418,2013-10-28,20132014,620.0,16.0
02M418,2013-10-29,20132014,620.0,12.0
02M418,2013-10-30,20132014,619.0,16.0
02M418,2013-10-31,20132014,619.0,11.0
02M418,2013-11-01,20132014,619.0,15.0
02M418,2013-11-04,20132014,620.0,19.0
02M418,2013-11-06,20132014,620.0,12.0
02M418,2013-11-07,20132014,620.0,14.0
02M418,2013-11-08,20132014,620.0,9.0
02M418,2013-11-12,20132014,620.0,6.0
02M418,2013-11-13,20132014,620.0,14.0
02M418,2013-11-14,20132014,620.0,11.0
02M418,2013-11-15,20132014,619.0,10.0
02M418,2013-11-18,20132014,619.0,19.0
02M418,2013-11-19,20132014,619.0,11.0
02M418,2013-11-20,20132014,619.0,9.0
02M418,2013-11-21,20132014,619.0,10.0
02M418,2013-11-22,20132014,619.0,13.0
02M418,2013-11-25,20132014,619.0,21.0
02M418,2013-11-26,20132014,619.0,13.0
02M418,2013-11-27,20132014,619.0,39.0
02M418,2013-12-02,20132014,619.0,17.0
02M418,2013-12-03,20132014,619.0,14.0
02M418,2013-12-04,20132014,619.0,7.0
02M418,2013-12-05,20132014,619.0,10.0
02M418,2013-12-06,20132014,619.0,15.0
02M418,2013-12-09,20132014,619.0,24.0
02M418,2013-12-10,20132014,619.0,19.0
02M418,2013-12-11,20132014,619.0,20.0
02M418,2013-12-12,20132014,619.0,16.0
02M418,2013-12-13,20132014,619.0,20.0
02M418,2013-12-16,20132014,619.0,15.0
02M418,2013-12-17,20132014,620.0,16.0
02M418,2013-12-18,20132014,620.0,17.0
02M418,2013-12-19,20132014,620.0,17.0
02M418,2013-12-20,20132014,620.0,24.0
02M418,2014-01-02,20132014,620.0,39.0
02M418,2014-01-06,20132014,620.0,24.0
02M418,2014-01-07,20132014,620.0,50.0
02M418,2014-01-08,20132014,620.0,14.0
02M418,2014-01-09,20132014,620.0,11.0
02M418,2014-01-10,20132014,619.0,10.0
02M418,2014-01-13,20132014,619.0,27.0
02M418,2014-01-14,20132014,619.0,23.0
02M418,2014-01-15,20132014,619.0,16.0
02M418,2014-01-16,20132014,618.0,20.0
02M418,2014-01-17,20132014,618.0,26.0
02M418,2014-01-21,20132014,618.0,18.0
02M418,2014-01-22,20132014,618.0,100.0
02M418,2014-01-23,20132014,618.0,14.0
02M418,2014-01-24,20132014,618.0,11.0
02M418,2014-02-04,20132014,619.0,13.0
02M418,2014-02-05,20132014,619.0,51.0
02M418,2014-02-06,20132014,619.0,10.0
02M418,2014-02-07,20132014,619.0,10.0
02M418,2014-02-10,20132014,619.0,14.0
02M418,2014-02-11,20132014,619.0,18.0
02M418,2014-02-12,20132014,619.0,8.0
02M418,2014-02-13,20132014,619.0,163.0
02M418,2014-02-14,20132014,619.0,29.0
02M418,2014-02-24,20132014,619.0,18.0
02M418,2014-02-25,20132014,618.0,13.0
02M418,2014-02-26,20132014,618.0,17.0
02M418,2014-02-27,20132014,618.0,8.0
02M418,2014-02-28,20132014,618.0,10.0
02M418,2014-03-03,20132014,618.0,19.0
02M418,2014-03-04,20132014,618.0,24.0
02M418,2014-03-05,20132014,618.0,23.0
02M418,2014-03-06,20132014,618.0,15.0
02M418,2014-03-07,20132014,618.0,28.0
02M418,2014-03-10,20132014,618.0,24.0
02M418,2014-03-11,20132014,617.0,24.0
02M418,2014-03-12,20132014,617.0,24.0
02M418,2014-03-13,20132014,617.0,17.0
02M418,2014-03-14,20132014,617.0,24.0
02M418,2014-03-17,20132014,618.0,28.0
02M418,2014-03-18,20132014,618.0,17.0
02M418,2014-03-19,20132014,618.0,14.0
02M418,2014-03-20,20132014,618.0,14.0
02M418,2014-03-21,20132014,618.0,17.0
02M418,2014-03-24,20132014,618.0,23.0
02M418,2014-03-25,20132014,618.0,22.0
02M418,2014-03-26,20132014,617.0,18.0
02M418,2014-03-27,20132014,617.0,16.0
02M418,2014-03-28,20132014,617.0,16.0
02M418,2014-03-31,20132014,617.0,21.0
02M418,2014-04-01,20132014,617.0,20.0
02M418,2014-04-02,20132014,617.0,17.0
02M418,2014-04-03,20132014,617.0,22.0
02M418,2014-04-04,20132014,617.0,29.0
02M418,2014-04-07,20132014,617.0,29.0
02M418,2014-04-08,20132014,617.0,14.0
02M418,2014-04-09,20132014,617.0,16.0
02M418,2014-04-10,20132014,617.0,43.0
02M418,2014-04-11,20132014,617.0,35.0
02M418,2014-04-23,20132014,616.0,17.0
02M418,2014-04-24,20132014,616.0,21.0
02M418,2014-04-25,20132014,616.0,32.0
02M418,2014-04-28,20132014,617.0,23.0
02M418,2014-04-29,20132014,617.0,18.0
02M418,2014-04-30,20132014,617.0,21.0
02M418,2014-05-01,20132014,617.0,15.0
02M418,2014-05-02,20132014,617.0,21.0
02M418,2014-05-05,20132014,617.0,29.0
02M418,2014-05-06,20132014,617.0,15.0
02M418,2014-05-07,20132014,617.0,8.0
02M418,2014-05-08,20132014,617.0,21.0
02M418,2014-05-09,20132014,617.0,24.0
02M418,2014-05-12,20132014,617.0,15.0
02M418,2014-05-13,20132014,617.0,17.0
02M418,2014-05-14,20132014,617.0,5.0
02M418,2014-05-15,20132014,617.0,16.0
02M418,2014-05-16,20132014,617.0,18.0
02M418,2014-05-19,20132014,617.0,19.0
02M418,2014-05-20,20132014,617.0,19.0
02M418,2014-05-21,20132014,617.0,15.0
02M418,2014-05-22,20132014,617.0,19.0
02M418,2014-05-23,20132014,617.0,38.0
02M418,2014-05-27,20132014,617.0,23.0
02M418,2014-05-28,20132014,617.0,17.0
02M418,2014-05-29,20132014,617.0,16.0
02M418,2014-05-30,20132014,617.0,25.0
02M418,2014-06-02,20132014,617.0,28.0
02M418,2014-06-03,20132014,617.0,24.0
02M418,2014-06-04,20132014,617.0,16.0
02M418,2014-06-06,20132014,617.0,30.0
02M418,2014-06-09,20132014,617.0,29.0
02M418,2014-06-10,20132014,617.0,28.0
02M418,2014-06-11,20132014,617.0,11.0
02M418,2014-06-12,20132014,617.0,154.0
02M418,2014-06-13,20132014,617.0,273.0
02M418,2014-06-16,20132014,616.0,27.0
02M418,2014-09-04,20142015,660.0,8.0
02M418,2014-09-05,20142015,661.0,14.0
02M418,2014-09-08,20142015,661.0,14.0
02M418,2014-09-09,20142015,660.0,9.0
02M418,2014-09-10,20142015,661.0,9.0
02M418,2014-09-11,20142015,661.0,10.0
02M418,2014-09-12,20142015,662.0,6.0
02M418,2014-09-15,20142015,662.0,8.0
02M418,2014-09-16,20142015,661.0,11.0
02M418,2014-09-17,20142015,661.0,10.0
02M418,2014-09-18,20142015,661.0,14.0
02M418,2014-09-19,20142015,661.0,16.0
02M418,2014-09-22,20142015,661.0,9.0
02M418,2014-09-23,20142015,661.0,10.0
02M418,2014-09-24,20142015,661.0,11.0
02M418,2014-09-29,20142015,661.0,21.0
02M418,2014-09-30,20142015,661.0,14.0
02M418,2014-10-01,20142015,661.0,11.0
02M418,2014-10-02,20142015,660.0,9.0
02M418,2014-10-03,20142015,660.0,9.0
02M418,2014-10-06,20142015,659.0,13.0
02M418,2014-10-07,20142015,659.0,14.0
02M418,2014-10-08,20142015,659.0,9.0
02M418,2014-10-09,20142015,659.0,14.0
02M418,2014-10-10,20142015,659.0,21.0
02M418,2014-10-14,20142015,659.0,18.0
02M418,2014-10-15,20142015,659.0,13.0
02M418,2014-10-16,20142015,659.0,13.0
02M418,2014-10-17,20142015,659.0,15.0
02M418,2014-10-20,20142015,659.0,20.0
02M418,2014-10-21,20142015,659.0,16.0
02M418,2014-10-22,20142015,659.0,17.0
02M418,2014-10-23,20142015,659.0,16.0
02M418,2014-10-24,20142015,659.0,15.0
02M418,2014-10-27,20142015,659.0,20.0
02M418,2014-10-28,20142015,659.0,10.0
02M418,2014-10-29,20142015,659.0,15.0
02M418,2014-10-30,20142015,659.0,12.0
02M418,2014-10-31,20142015,659.0,18.0
02M418,2014-11-03,20142015,659.0,20.0
02M418,2014-11-05,20142015,659.0,15.0
02M418,2014-11-06,20142015,659.0,10.0
02M418,2014-11-07,20142015,659.0,11.0
02M418,2014-11-10,20142015,659.0,26.0
02M418,2014-11-12,20142015,659.0,18.0
02M418,2014-11-13,20142015,659.0,8.0
02M418,2014-11-14,20142015,659.0,19.0
02M418,2014-11-17,20142015,659.0,20.0
02M418,2014-11-18,20142015,659.0,20.0
02M418,2014-11-19,20142015,659.0,10.0
02M418,2014-11-20,20142015,659.0,14.0
02M418,2014-11-21,20142015,659.0,16.0
02M418,2014-11-24,20142015,659.0,17.0
02M418,2014-11-25,20142015,659.0,14.0
02M418,2014-11-26,20142015,658.0,26.0
02M418,2014-12-01,20142015,658.0,19.0
02M418,2014-12-02,20142015,657.0,19.0
02M418,2014-12-03,20142015,657.0,15.0
02M418,2014-12-04,20142015,657.0,18.0
02M418,2014-12-05,20142015,657.0,14.0
02M418,2014-12-08,20142015,657.0,23.0
02M418,2014-12-09,20142015,657.0,28.0
02M418,2014-12-10,20142015,657.0,24.0
02M418,2014-12-11,20142015,657.0,20.0
02M418,2014-12-12,20142015,657.0,14.0
02M418,2014-12-15,20142015,656.0,26.0
02M418,2014-12-16,20142015,656.0,10.0
02M418,2014-12-17,20142015,657.0,8.0
02M418,2014-12-18,20142015,657.0,14.0
02M418,2014-12-19,20142015,657.0,15.0
02M418,2014-12-22,20142015,657.0,31.0
02M418,2014-12-23,20142015,657.0,42.0
02M418,2015-01-05,20142015,656.0,22.0
02M418,2015-01-06,20142015,656.0,25.0
02M418,2015-01-07,20142015,656.0,24.0
02M418,2015-01-08,20142015,656.0,24.0
02M418,2015-01-09,20142015,656.0,30.0
02M418,2015-01-12,20142015,656.0,29.0
02M418,2015-01-13,20142015,656.0,19.0
02M418,2015-01-14,20142015,655.0,26.0
02M418,2015-01-15,20142015,655.0,16.0
02M418,2015-01-16,20142015,655.0,22.0
02M418,2015-01-20,20142015,655.0,19.0
02M418,2015-01-21,20142015,655.0,15.0
02M418,2015-01-22,20142015,655.0,12.0
02M418,2015-01-23,20142015,656.0,14.0
02M418,2015-02-03,20142015,655.0,25.0
02M418,2015-02-04,20142015,656.0,18.0
02M418,2015-02-05,20142015,657.0,17.0
02M418,2015-02-06,20142015,657.0,18.0
02M418,2015-02-09,20142015,657.0,26.0
02M418,2015-02-10,20142015,656.0,24.0
02M418,2015-02-11,20142015,656.0,20.0
02M418,2015-02-12,20142015,656.0,20.0
02M418,2015-02-13,20142015,656.0,31.0
02M418,2015-02-23,20142015,656.0,43.0
02M418,2015-02-24,20142015,656.0,28.0
02M418,2015-02-25,20142015,655.0,20.0
02M418,2015-02-26,20142015,655.0,25.0
02M418,2015-02-27,20142015,655.0,24.0
02M418,2015-03-02,20142015,655.0,35.0
02M418,2015-03-03,20142015,655.0,19.0
02M418,2015-03-04,20142015,656.0,16.0
02M418,2015-03-05,20142015,656.0,31.0
02M418,2015-03-06,20142015,656.0,14.0
02M418,2015-03-09,20142015,656.0,30.0
02M418,2015-03-10,20142015,656.0,21.0
02M418,2015-03-11,20142015,656.0,16.0
02M418,2015-03-12,20142015,656.0,19.0
